Time,signal
2021-09-18 12:37:28,1318.852380952381
2021-09-18 12:38:31,1506.7285714285715
2021-09-18 12:39:32,1598.6285714285714
2021-09-18 12:40:33,1612.7978723404256
2021-09-18 12:41:34,1618.1796875
2021-09-18 12:42:35,1618.159420289855
2021-09-18 12:43:36,1619.2543640897757
2021-09-18 12:44:37,1613.2511520737328
2021-09-18 12:45:38,1613.5785714285714
2021-09-18 12:46:39,1611.6756756756756
2021-09-18 12:47:40,1617.8857142857144
2021-09-18 12:48:41,1615.5829493087558
2021-09-18 12:49:42,1616.0379464285713
2021-09-18 12:50:43,1617.3907766990292
2021-09-18 12:51:44,1610.9038461538462
2021-09-18 12:52:45,1615.235294117647
2021-09-18 12:53:46,1613.6643192488264
2021-09-18 12:54:47,1607.546539379475
2021-09-18 12:55:48,1612.5967741935483
2021-09-18 12:56:49,1604.558962264151
2021-09-18 12:57:50,1609.9859154929577
2021-09-18 12:58:51,1614.8432304038004
2021-09-18 12:59:52,1605.4575471698113
