Time,signal
2021-09-18 12:37:28,1331.782383419689
2021-09-18 12:38:31,1529.678756476684
2021-09-18 12:39:32,1627.1139896373056
2021-09-18 12:40:33,1633.4300518134714
2021-09-18 12:41:34,1639.5129533678758
2021-09-18 12:42:35,1641.7875647668393
2021-09-18 12:43:36,1642.4145077720207
2021-09-18 12:44:37,1637.1658031088082
2021-09-18 12:45:38,1635.958549222798
2021-09-18 12:46:39,1634.9222797927462
2021-09-18 12:47:40,1635.3108808290156
2021-09-18 12:48:41,1634.678756476684
2021-09-18 12:49:42,1634.518134715026
2021-09-18 12:50:43,1631.7979274611398
2021-09-18 12:51:44,1630.9430051813472
2021-09-18 12:52:45,1627.5751295336788
2021-09-18 12:53:46,1625.7461139896373
2021-09-18 12:54:47,1625.2072538860104
2021-09-18 12:55:48,1628.4591194968552
2021-09-18 12:56:49,1623.7098445595855
2021-09-18 12:57:50,1621.2538860103627
2021-09-18 12:58:51,1624.2055214723925
2021-09-18 12:59:52,1619.1917098445597
