Time,signal
2023-04-11 19:14:42,3094.5403726708073
2023-04-11 19:17:08,3055.4937888198756
2023-04-11 19:17:17,2910.158385093168
2023-04-11 19:21:22,3238.978260869565
2023-04-11 19:25:04,3592.307453416149
2023-04-11 19:30:05,4061.795031055901
2023-04-11 19:35:07,4389.304347826087
