index,background,roi_1,roi_2,roi_3,roi_4,roi_5,roi_6,roi_7,roi_8,roi_9,roi_10,roi_11,roi_12,roi_13,roi_14,roi_15,roi_16,roi_17,roi_18,roi_19,roi_20,roi_21,roi_22,roi_23,roi_24,roi_25,roi_26,roi_27,roi_28,roi_29,roi_30,roi_31
157,132,278.7512568306011,426.47839046199704,427.00647948164146,295.5971731448763,406.58482282847285,227.62114670147605,266.7010933229207,417.36195947989114,257.415023611314,297.27990818255466,262.19676621311186,252.2180052956752,294.05882352941177,252.72222222222223,196.13652281970175,366.05078849721707,336.91670911869585,287.16023107327453,409.36962635596626,284.1441510888418,253.77204928664074,291.85207423580783,320.93903150525085,289.99702886247877,358.4849368318756,265.84589041095893,365.8697408748955,280.499493414387,287.7372654155496,269.6998323085523,321.980258302583
158,131,278.7051366120219,427.5022354694486,427.8255339572834,294.70450530035333,407.12072750078397,228.10121498142385,266.8756345177665,417.41155125491383,257.8616425685215,297.3665946529841,262.1469340872946,252.60999558693734,296.1764705882353,262.3888888888889,196.47175779484863,367.05705009276437,337.9095771777891,288.7526603830952,409.94435516271596,284.1676623626903,253.49156939040208,291.82341703056767,320.58343057176194,290.0218590831918,359.20286686103015,265.49400684931504,365.85469490108665,280.4419452887538,288.40965147453085,268.1257685858021,321.55940959409594
159,129,277.5667759562842,426.42771982116244,427.1612670986321,296.5368816254417,405.65318281592977,228.08002811527263,267.32331120655994,416.38977925612335,257.7034224234458,296.9076424520659,262.21832479236616,252.30825242718447,297.70588235294116,251.44444444444446,196.22424310890193,365.9666048237477,337.19816607233827,288.2930982061417,408.9019686621133,283.16457891693966,252.61608300907912,291.01528384279476,319.8964410735123,289.55475382003397,358.6700680272109,264.5699200913242,365.1507383672332,278.77467071935155,289.0300268096515,268.5164896590274,321.8110701107011
160,133,279.0808743169399,427.06333830104325,425.6426685865131,296.93970848056534,405.3860144245845,227.88944673159955,269.0794611479891,415.29543392803146,257.70055011927366,296.23102889549017,261.87692171761796,252.2520962047661,297.47058823529414,255.5,196.08122458201535,366.17068645640074,337.71039225674986,288.43189419276376,407.92888710325434,282.5760262092889,252.27691309987028,290.80049126637556,319.8707701283547,289.4212648556876,357.3896987366375,264.5679223744292,365.4438562273614,277.5890577507599,289.27828418230564,267.2532140860816,322.03025830258304
161,132,279.2028415300546,427.7563338301043,425.18622510199185,297.90216431095405,405.9335214800878,227.7743749372427,268.8330730183522,415.8711823404899,257.49934277785894,296.13232514177696,261.7243329210108,253.03861429832304,298.3529411764706,255.5,195.9668436511523,366.39308905380335,338.60850738665306,288.96929157798724,407.8670148654078,281.57583349392945,251.72714007782102,290.55021834061137,317.4862893815636,289.072156196944,357.5330417881438,263.7474315068493,365.22415714683757,276.7949341438703,289.2739946380697,264.2481833426495,321.56346863468633
162,133,277.9250273224044,427.5961251862891,424.5221982241421,297.2398409893993,405.29382251489494,227.59524048599258,268.5589613432253,414.08799516177805,257.3732048098924,295.5411828247367,261.4478706485245,252.67166813768756,294.88235294117646,254.66666666666666,195.8235991866245,366.1623376623377,338.02699949057563,287.7210398297355,407.5751305745279,280.52823280015417,251.1416990920882,290.257096069869,316.3526837806301,288.4125636672326,356.4016034985423,262.771404109589,364.35121203677903,276.0111448834853,289.23967828418233,263.81498043599777,321.5223247232472
163,134,277.1497267759563,427.0163934426229,425.6025917926566,297.2405035335689,404.4051426779555,227.82166884225325,268.18235064427955,414.8956758391291,257.42709702546125,294.8674048069133,261.1186605407316,252.96866725507502,294.0,254.05555555555554,195.74768413917758,366.9798237476809,338.7666836474784,287.38324718759503,406.3989554037766,280.7028329157834,250.9414721141375,290.0240174672489,316.29025670945157,289.0570882852292,355.988824101069,262.20690639269407,364.65101699637785,274.9649442755826,288.9008042895442,263.0760201229737,321.5610701107011
164,132,277.5728961748634,424.9284649776453,425.3366930645548,296.86660777385157,403.2762621511446,227.1961040265087,264.65072237407264,413.7665557907469,256.94201840221996,294.5238995409128,261.08376038169285,252.6652691968226,290.70588235294116,254.16666666666666,195.31586082241301,365.9972170686456,337.83087111563935,286.4346305868045,406.4845319405384,278.86201580265947,250.36073281452659,289.76228165938863,314.4078179696616,288.3410441426146,355.3896987366375,261.2223173515982,363.91613262747285,274.038905775076,289.3962466487936,260.97764114030184,320.51217712177123
165,132,276.47628415300545,423.6363636363636,425.1197504199664,295.67402826855124,402.0592662276576,227.05131037252735,263.36333463490826,412.6292712428183,256.64977362348475,293.82986767485824,261.07298109206573,252.670013239188,295.1764705882353,249.77777777777777,195.35472209670132,366.0194805194805,336.7911360163016,285.85132259045304,405.1807955002009,277.7618038157641,248.93142023346303,288.9328602620087,314.5886814469078,287.954584040747,354.39261418853255,260.3929794520548,363.4154360546113,272.9240121580547,289.43753351206436,259.5500279485746,319.12546125461256
166,131,276.6430601092896,423.096870342772,424.31989440844734,297.0039752650177,402.0116023831922,227.03253338688623,262.23213588442013,411.3661929241004,256.70833941872354,294.04536862003783,260.9674854214526,252.37786849073257,297.3529411764706,256.6111111111111,194.9614776321735,366.7738868274583,338.3066734589913,285.76056552143507,405.6351948573724,277.2682597803045,248.39607652399482,288.76965065502185,314.8512252042007,287.72707979626483,354.1209912536443,259.81021689497715,363.09710225689605,272.4261398176292,289.885254691689,259.46618222470653,319.42730627306275
167,133,278.36349726775956,422.67511177347245,424.32469402447805,294.6559187279152,401.5111320163061,226.44542624761522,261.3771964076533,410.80012095554883,256.4780682537364,292.85916824196596,260.5229722565824,252.727493380406,289.6470588235294,253.38888888888889,194.9530614550384,366.8316326530612,336.98522669383595,286.47050775311646,404.8003214142226,276.6606282520717,248.30155642023345,288.30076419213975,314.6193115519253,286.9968166383701,353.45116618075804,259.1538242009132,362.47450543326835,271.68753799392096,290.46487935656836,258.533258803801,320.8780442804428
168,132,278.51409836065574,423.225782414307,424.2265418766499,295.7659010600707,402.1530260269677,226.50175720453862,262.91331511128465,411.8185666767463,256.4289956672022,292.7920604914934,260.3640219119986,252.57689761694616,292.8235294117647,255.11111111111111,194.85850655219159,367.7764378478664,337.4312277126847,285.66615992702947,403.9680594616312,275.6226633262671,249.0547989623865,287.4904475982533,312.9661610268378,286.7304753820034,353.2536443148688,258.65353881278537,362.4774310392867,270.27274569402226,290.65415549597856,259.678591391839,320.6230627306273
169,133,278.32677595628417,424.31743666169893,424.06047516198703,296.26037985865725,400.77077453747256,226.41319409579276,264.4178055447091,411.42818264287877,256.11450270191324,292.83121793140697,260.34776462272487,252.69516769638128,286.4117647058824,250.05555555555554,194.51203117939448,367.7801484230056,337.5756495160469,285.4055944055944,403.8473282442748,275.24455579109656,249.35295071335926,286.68886462882097,313.1257292882147,286.4108658743633,352.73032069970844,258.47146118721463,362.0208971858456,269.80364741641336,290.54584450402143,260.4304080491895,322.60922509225094
170,133,277.35562841530054,423.22876304023845,423.5061195104392,297.11881625441697,399.8432110379429,226.56521739130434,264.4871144084342,410.77048684608405,256.01937588238155,292.2639751552795,260.17909524651,252.48808473080317,290.7647058823529,254.94444444444446,194.44018300948937,367.3109925788497,337.5570555272542,284.78488902401944,402.6512655685014,274.3283869724417,249.06825551232166,286.632096069869,311.1829054842474,286.1528013582343,351.6739552964043,257.4215182648402,361.77249930342714,268.6816616008105,290.65951742627345,260.02738960313025,323.06660516605166
171,130,278.159781420765,421.8353204172876,422.2956563474922,296.4056978798587,399.44057698338037,226.34832814539612,263.7782116360797,411.02116722104626,256.02346526459274,291.79138536321904,259.89954055486834,252.3503971756399,292.5882352941176,249.16666666666666,194.44814731134207,367.18552875695735,337.6039225674987,285.06780176345393,402.5249096022499,273.64521102331855,247.62597276264592,286.34989082969435,312.3252625437573,285.79308149405773,351.54567541302237,256.8113584474886,361.18459180830314,268.112462006079,289.96890080428955,260.1598658468418,323.9416974169742
172,132,277.4734426229508,420.33308494783904,422.37005039596835,295.9167402826855,399.3327061774851,226.39803193091677,264.76571651698555,411.1000907166616,255.9494669198189,291.586011342155,259.49779112917474,252.33660635481024,290.2352941176471,252.66666666666666,194.31540894713058,367.2040816326531,336.84207845134995,286.55427181514136,402.04298915226997,273.0439391019464,245.87726977950715,286.53002183406113,314.03588098016337,285.59274193548384,350.6115160349854,256.0319634703196,361.392867093898,267.35217831813577,290.5372654155496,260.02962548910006,324.7857933579336
173,134,275.38185792349725,419.41579731743667,421.42308615310776,293.8968639575972,399.08936970837254,226.24691234059645,263.63900819992193,411.92682189295437,255.44394138552164,290.8813124493654,258.8284149142958,251.829986760812,287.2352941176471,262.72222222222223,193.96802982376863,366.67416512059367,336.6388181355069,286.0226512617817,401.4867416633186,272.08980535748697,244.53453307392996,285.6241812227074,315.05542590431736,285.375,350.1496598639456,255.78167808219177,360.88771245472276,266.3118541033435,290.11099195710455,261.02012297372835,327.1029520295203
174,133,276.82841530054645,420.21311475409834,420.8843292536597,293.56338339222617,398.6986516149263,225.7876292800482,264.0677469738383,411.5733293014817,255.3412686821479,290.89900081015395,258.4158861989751,251.90953221535744,289.8235294117647,250.27777777777777,193.8745481247176,366.0976345083488,337.18670402445235,286.0538157494679,401.17034953796707,270.9988437078435,243.45492866407264,285.2802947598253,315.5207117852975,284.88242784380304,349.6948493683187,254.76084474885846,360.00097520200615,265.0814589665653,290.36782841823054,258.52711011738404,329.46955719557195
175,130,274.48896174863387,419.21162444113264,419.19582433405327,294.09386042402826,397.7958607714017,225.89085249523043,263.2684498242874,411.32597520411247,255.2528114502702,289.9939238455307,258.1347411203393,251.24988967343336,286.8235294117647,254.16666666666666,193.50299367374603,365.8413729128015,337.11793173713704,285.99574338704775,399.521494576135,270.49836191944496,242.79134241245137,284.56468340611355,315.0568844807468,284.62117996604417,348.36856171039847,253.89383561643837,359.9970743939816,264.05916919959475,290.716890080429,256.9619899385131,327.89317343173434
176,129,274.35147540983604,421.0886736214605,419.2450203983681,294.45318021201416,397.6255879586077,225.667938548047,262.40257711831316,411.02570305412763,255.0018012754978,289.6088306778288,257.67706308535077,250.95906884377757,287.4117647058824,256.6666666666667,193.55863081789425,366.305426716141,336.8015792154865,285.87047734873823,399.5845721173162,270.3472730776643,242.5235084306096,284.14110262008734,314.360268378063,283.8966468590832,348.437074829932,253.73230593607306,359.5029256060184,263.60243161094223,290.0680965147453,256.8898826159866,325.8044280442804
177,133,274.2601092896175,423.32116244411327,419.5694744420446,293.1886042402827,397.55942301661963,225.66974595842956,262.6179226864506,410.3486543695192,254.97093617642764,289.33783418849583,257.7742534016611,251.48146513680496,288.3529411764706,248.44444444444446,193.3132625395391,365.7544063079777,336.44268976057054,284.15095773791427,398.48734431498593,269.4457506263249,241.84111543450064,283.58215065502185,313.11114352392065,283.2410865874363,348.0920796890185,253.25542237442923,359.53468932850376,263.1353596757852,290.2943699731903,257.30575740637227,323.6492619926199
178,130,272.7945355191257,422.4143070044709,420.2750179985601,293.2089222614841,397.16243336469114,225.53890952906917,263.41058180398284,408.9510130027215,255.05063044642424,289.11787739670535,257.67997879484005,251.68325242718447,285.8235294117647,252.16666666666666,193.3077270673294,365.7226345083488,337.1777890983189,281.94055944055947,399.04720771394136,269.15706301792255,241.20865758754863,284.06905021834064,311.0262543757293,283.3429541595925,347.2859572400389,252.57819634703196,359.29186402897744,262.4018237082067,291.17050938337803,257.65623253214085,325.93136531365315
179,132,272.32612021857926,420.6833084947839,419.7643388528918,291.98255300353355,397.365318281593,225.417913445125,264.0661850839516,408.7747202902933,254.66476802492576,288.47123953551176,257.31825410849973,251.68700353045014,283.5882352941176,249.88888888888889,193.11025756891098,364.64239332096474,336.3056546102904,281.80860443903924,398.0385697067095,268.36211216033917,240.7608625162127,282.8580786026201,308.45303383897317,282.9953310696095,346.67808551992226,251.62842465753425,358.9449707439398,261.2747720364742,290.43860589812334,258.8977082168809,327.129889298893
180,133,271.8928961748634,418.6363636363636,418.88384929205665,291.2073763250883,396.88115396676073,225.47625263580682,263.5257711831316,409.8935591170245,254.9945474903851,288.3325681879557,257.31339459268423,251.51003971756398,277.88235294117646,250.05555555555554,193.1950971531857,364.5619202226345,336.0613856342333,281.11751292186074,398.65668943350744,267.79475814222394,240.72778858625162,283.31058951965065,308.28617269544924,282.89473684210526,346.17079689018465,251.7029109589041,358.72708275285595,261.0350557244174,290.4487935656837,257.46003353828957,326.9031365313653
181,132,270.6024043715847,418.62295081967216,417.6273098152148,290.8213339222615,396.4042019441831,224.96947484687217,263.71319796954316,409.5400665255519,254.78852051993573,287.83121793140697,256.9934617423573,251.6765225066196,286.8235294117647,249.44444444444446,192.92882964301853,363.8269944341373,336.3942944472746,282.0424141076315,397.55423865006026,267.13258816727694,239.8075551232166,282.5092794759825,307.80250875145856,282.2765280135823,345.7852283770651,250.6498287671233,357.4222624686542,260.0431610942249,290.86487935656834,258.987702627166,324.2813653136531
182,134,271.3289617486339,418.8271236959761,417.92128629709623,290.7025176678445,395.59548447789274,225.05191284265487,263.95236235845374,410.0123979437557,254.80083734969085,287.76694571968676,257.44142074571477,251.70465578111208,283.1764705882353,253.16666666666666,192.92498870311795,362.94921150278293,336.0106979113602,283.2906658558832,397.8967456809964,267.01233378300253,241.03728923476004,282.2737445414847,306.63273045507583,282.08679966044144,345.08357628765793,250.99400684931507,358.27640011145166,259.5183383991895,291.4268096514745,256.27221911682506,325.75848708487086
183,131,272.0327868852459,418.7913561847988,416.69378449724024,291.6386925795053,396.6158670429602,224.82277337082036,267.267668879344,408.49380102812216,254.62114794800644,287.3724007561437,256.55522177063085,251.37908208296557,289.2352941176471,249.0,192.77123813827384,362.74605751391465,336.515792154865,282.53982973548193,397.4174367215749,265.6619772595876,241.23557068741894,281.85917030567686,305.2619603267211,282.12797113752123,344.8119533527697,249.6615296803653,357.2287545277236,258.44964539007094,290.81018766756034,256.67244270542204,328.609778597786
184,133,274.55978142076503,416.1870342771982,416.3966882649388,292.4257950530035,396.7823769206648,224.77186464504467,266.99687622022645,408.51073480495916,254.5237817048829,286.8864434242506,256.3434352359074,251.18490732568404,285.94117647058823,251.77777777777777,192.6314392227745,362.4573283858998,336.24834437086093,282.60702341137124,396.55162715950183,265.3185584891116,242.19130998702983,281.70360262008734,304.4801633605601,281.52334465195247,344.12220602526725,249.2160388127854,356.68208414600167,258.37831813576497,290.5292225201072,255.8121855785355,329.5859778597786
185,132,277.1744262295082,415.1833084947839,415.0811135109191,294.60379858657245,396.14455942301663,224.70147605181242,267.6505271378368,405.8602963410946,254.52310014118106,286.84404536862,256.09091712316666,250.5631067961165,282.70588235294116,252.05555555555554,192.54168549480343,361.82583487940633,336.2475802343352,282.16920036485254,396.1076737645641,265.00751589901716,242.1290531776913,281.3793668122271,304.45595099183197,281.1712648556876,343.768221574344,249.09988584474885,356.72429646140984,257.26889564336375,291.56943699731903,256.07490217998884,329.0750922509225
186,133,275.66098360655735,413.0931445603577,414.53899688024956,294.66519434628975,395.9291313891502,224.84566723566624,268.6140179617337,405.4312065315996,254.32208753225257,286.3664596273292,255.81056723802791,250.6892100617829,284.0,251.72222222222223,192.354665612291,361.8636363636364,335.90244523688233,281.26634235329885,396.02430695058257,264.04817883985356,241.9635214007782,280.6978711790393,305.2885064177363,280.4764431239389,342.6579203109815,248.34075342465752,355.47241571468373,256.6919959473151,290.30991957104555,255.72889882615988,326.63173431734316
187,132,279.3471038251366,414.57451564828614,415.1063114950804,293.61660777385157,397.2392599560991,225.2780399638518,268.23174541194845,406.43876625340187,254.89314054817194,286.92384553065085,255.93108323025268,251.18534863195057,294.1764705882353,255.0,192.86782647989156,363.0885899814471,336.65384615384613,281.2658862876254,396.6163117717959,264.3397571786471,241.1729896238651,281.38127729257644,308.76021003500585,280.88242784380304,343.6251214771623,249.2648401826484,356.4020618556701,256.76190476190476,291.75335120643433,252.6545556176635,327.7654981549816
188,133,281.416174863388,413.74590163934425,414.7525797936165,291.66939045936397,396.9002822201317,225.4046591023195,266.22647403358064,406.09041427275474,255.00301835353682,286.74871725627867,255.8283265594628,251.78067078552516,289.7647058823529,249.61111111111111,192.60997514685945,363.4594155844156,337.253693326541,281.8219823654606,396.9554037766171,263.86818269416074,239.73378728923475,280.9656113537118,308.1006417736289,281.151740237691,343.41326530612247,248.324200913242,356.9084703259961,255.9483282674772,292.4573726541555,252.1190609278927,329.4370848708487
189,133,284.8327868852459,412.3800298062593,414.6378689704824,289.8670494699647,397.3164001254312,224.97118184556683,265.51620460757516,405.8881161173269,255.02385472956527,286.6366459627329,256.08641102668315,251.64320388349515,280.94117647058823,254.77777777777777,192.5512313601446,363.77620593692023,337.12888436067243,282.49437519002737,396.63559662515064,262.9957602620929,239.19098573281454,280.5417576419214,307.318553092182,280.6644736842105,343.19120505344995,247.43864155251143,356.7315408191697,255.66160081053698,292.7029490616622,250.48742314141978,332.0062730627306
190,132,285.4935519125683,412.2436661698957,413.869210463163,289.3078621908127,397.64283474443397,225.1696957525856,264.62241311987503,406.10250982763836,254.97463609366633,286.0649473399946,255.86941155681217,251.40600176522506,287.05882352941177,254.44444444444446,192.57416403072753,364.0932282003711,337.97478349465104,282.15612648221344,396.1223382884693,262.9196376951243,239.3732166018158,280.6951419213974,309.3914819136523,280.2676146010187,342.76190476190476,247.86986301369862,356.146976873781,255.17487335359675,292.26434316353885,249.52543320290664,335.04649446494466
191,132,283.47387978142075,413.18554396423247,413.6527477801776,288.6707155477032,397.28002508623393,224.92438999899588,263.7336977743069,405.14212276988206,254.74723723285138,286.0617067242776,255.2377628556282,251.17155781112092,284.05882352941177,256.8333333333333,192.34551513782196,363.6275510204082,336.9633214467652,281.5551839464883,396.4716753716352,262.13316631335516,238.76994163424123,280.714519650655,307.33984830805133,279.95734295415957,341.5354713313897,246.8330479452055,355.8070493173586,254.04761904761904,291.5619302949062,252.03968697596423,334.17952029520296
192,129,282.39584699453553,412.6467958271237,412.9484041276698,288.4514134275618,396.9733458764503,224.82106637212573,265.18215540804374,405.38191714544905,254.74270970254614,285.8517418309479,255.31012546386287,251.47440423654015,284.6470588235294,247.66666666666666,192.321452779033,364.54661410018554,337.4931227712685,281.60793554271817,395.83005222981114,261.9392946617846,238.66099221789884,280.8225982532751,308.38827304550756,280.2188030560272,341.26457725947523,246.199200913242,355.8076065756478,253.9242147922999,291.8369973190349,252.96590273896032,334.3381918819188
193,131,280.6303825136612,412.96125186289123,412.448284137269,287.46687279151945,396.0360614612731,224.69173611808415,265.3639203436158,404.02146960991837,254.46896451000438,285.30853362138805,255.1462272486305,251.46701235657545,280.70588235294116,247.72222222222223,192.19391098056937,363.7089517625232,336.9521141110545,281.4905746427486,394.526918441141,261.15436500289076,238.54555771725032,279.7186135371179,308.5770128354726,279.2047962648557,341.11224489795916,245.71404109589042,355.2479799387016,253.22026342451875,292.37479892761394,254.12465064281722,336.1843173431734
194,132,280.9110382513661,414.3614008941878,412.7465802735781,286.9871908127208,396.01034807149574,225.22040365498543,264.5064427957829,404.4130631992743,254.81700014604937,285.4900081015393,255.00035341933204,251.5757943512798,289.5882352941176,250.83333333333334,192.17092182557613,364.4165120593692,337.0066225165563,282.0500152021891,394.88750502209723,261.1501252649836,238.94487678339817,279.5764192139738,308.50670945157526,279.98387096774195,341.1253644314869,246.1455479452055,355.5757871273335,252.8293819655522,292.10991957104557,256.0531022917831,336.4330258302583
195,133,279.77726775956285,412.2064083457526,413.1564674826014,288.726148409894,397.2348698651615,225.19258961743148,264.6278797344787,404.3698215905655,254.4339126624799,285.1039697542533,254.73069446898745,251.65291262135923,281.7647058823529,256.05555555555554,191.92046995029372,365.0561224489796,336.9903209373408,282.59759805411977,394.91783848935313,260.39429562536134,237.58673800259405,279.85180131004364,307.8494749124854,279.42572156196945,340.7951895043732,245.19349315068493,355.1659236556144,252.33434650455928,292.13619302949064,256.854667411962,337.7461254612546
196,133,277.4968306010929,408.56333830104325,411.62994960403165,290.2893109540636,397.26497334587646,224.8033939150517,263.3481062085123,403.5436951920169,254.13947714327443,284.0604914933837,254.28432585262414,251.44649161518095,277.2352941176471,256.8888888888889,191.87929281518302,363.88682745825605,336.9184921039226,281.571906354515,394.2484933708317,259.5660050105993,236.83495460440986,278.7115174672489,306.419194865811,278.9414261460102,339.65549076773567,244.18835616438355,354.4587628865979,251.2806484295846,291.6396782841823,256.75852431525993,335.60922509225094
197,129,276.4295081967213,408.25335320417287,411.35829133669307,291.83657243816253,397.7776732518031,225.00070288181544,262.5689183912534,403.53069247051707,254.09186505038704,284.53767215770995,253.99646580667962,250.88879082082966,279.47058823529414,250.33333333333334,191.74152733845457,364.331400742115,336.71930718288337,282.7899057464275,393.4835275210928,259.1310464444016,236.0916018158236,278.7909388646288,306.4737456242707,277.95819185059423,339.06413994169094,244.05108447488584,354.06450264697685,250.81033434650456,292.056836461126,255.29681386249302,334.20147601476015
198,134,274.44437158469947,407.57302533532044,411.1658267338613,291.5786219081272,398.95264973345877,225.0011045285671,263.2366263178446,404.55125491381915,253.89377342875224,283.9798811774237,252.50256229015727,250.11496028243602,283.5882352941176,248.72222222222223,191.57122684139176,364.067254174397,336.3981151299032,282.29036181210097,393.62856568903175,258.61187126613993,235.3344682230869,278.72489082969435,305.5627187864644,278.1434634974533,338.5539358600583,243.74400684931507,353.9322931178601,249.76960486322187,291.0981233243968,254.06819452207938,334.9891143911439
199,132,272.8782513661202,407.14977645305515,410.6659467242621,292.35666961130744,398.73502665412354,224.83542524349835,265.1501366653651,403.0774115512549,254.012219463512,283.8208209559816,251.3083583672027,249.4347969991174,278.5882352941176,251.0,191.5473339358337,363.44990723562154,337.00764136525726,282.265430221952,393.73001205303336,258.2416650607053,234.18109597924774,278.2920305676856,306.6872812135356,278.1160865874363,338.2990767735666,243.49828767123287,353.8098356088047,249.54690982776089,291.7930294906166,254.2727780883175,332.6282287822878
200,133,271.63234972677594,406.7548435171386,410.4828413726902,293.2806978798587,399.6782690498589,224.5419218797068,265.9178055447091,401.804052010886,254.07020106129204,283.9362678908993,250.5999293161336,248.6140776699029,279.29411764705884,246.11111111111111,191.59963849977407,362.8872912801484,337.3352012226184,281.1210094253573,392.89594214543996,257.93833108498745,233.64040207522697,277.9997270742358,305.384772462077,277.3168505942275,338.20724003887267,242.96889269406392,353.1689885762051,248.95197568389057,291.33941018766757,252.96254891000558,333.56236162361625
201,131,271.1969398907104,409.1728763040239,410.3844492440605,292.4202738515901,398.43430542489807,224.753790541219,265.91936743459587,402.15482310250985,253.6774256365318,283.9611126113962,250.08800141367732,248.72550750220654,281.52941176470586,256.5,191.61370311793945,363.19550092764376,336.2195618950586,280.9528732137428,392.9831257533146,257.17113123915976,232.71060311284046,277.1154475982533,304.0064177362894,277.09656196943973,337.84086491739555,242.19663242009133,352.64251880746724,248.28145896656534,290.6965147453083,252.5477920626048,332.7250922509225
202,130,271.47256830601094,408.7853949329359,410.47204223662106,292.25441696113074,398.64628410159924,224.78361281253137,265.94689574385006,401.71000907166615,253.32564140012659,283.6456926816095,249.28830182010955,248.93909973521625,275.1764705882353,252.44444444444446,191.1270334387709,362.54383116883116,336.4793683138054,280.16722408026754,392.7619525914022,256.72383888995955,232.3341439688716,276.62636462882097,302.41802800466746,277.0320458404075,337.4475218658892,241.75513698630138,352.0293953747562,247.3679837892604,291.09597855227884,252.08664058133036,332.0252767527675
203,132,271.9213114754098,407.78688524590166,410.16294696424285,290.208480565371,398.7055503292568,224.54152023295512,265.7165169855525,401.4959177502268,253.1975561072976,283.2803132595193,249.17785827884785,248.31807149161517,275.47058823529414,260.1666666666667,191.32535020334387,363.0238868274583,335.73509933774835,281.5836120401338,392.745480112495,255.96203507419543,231.91845006485084,277.1299126637555,300.2164527421237,276.7894736842105,336.4205539358601,241.93864155251143,352.02103650041795,247.15096251266465,291.3152815013405,251.06036892118502,332.6238007380074
204,133,270.74251366120217,407.6713859910581,409.0427165826734,289.1208038869258,397.7717152712449,224.46329952806508,265.37368215540806,400.13214393710314,253.1928338445061,283.01957871995677,249.15135182894505,247.98620917917034,274.5882352941176,256.22222222222223,190.91487799367374,363.30171614100186,335.3306164034641,280.61340833079964,391.8242265970269,255.31932935054922,231.77869649805447,277.0491266375546,299.36114352392065,276.13157894736844,336.09645286686106,240.86586757990867,351.4795207578713,246.1631205673759,290.5083109919571,251.57126886528786,332.60867158671584
205,133,271.2998907103825,406.1117734724292,409.2215022798176,289.9154151943463,397.9705236751333,224.239883522442,266.76454509957046,400.74720290293317,252.80667932427826,282.72481771536593,249.10611415444424,247.73124448367167,280.05882352941177,253.33333333333334,191.02502259376413,363.08186456400745,335.9228222109017,279.18318637883857,391.698875050221,255.30564656003082,232.04831387808042,275.8709061135371,299.0320886814469,276.00212224108657,335.52113702623905,241.01455479452054,350.7635831707997,246.02147922998986,290.55227882037536,251.15092230296256,333.49151291512914
206,132,272.85289617486336,405.46870342771984,408.40028797696186,290.613074204947,398.20915647538413,224.70097399337283,268.43127684498245,400.01844572119745,253.10111484348377,282.79233054280314,249.13341579784415,247.60558252427185,276.94117647058823,253.88888888888889,191.23864663352916,363.56331168831167,335.7582781456954,279.7286409242931,391.39594214543996,254.49797648872615,232.42801556420233,275.867903930131,297.7421236872812,275.65768251273346,335.5150631681244,240.18036529680364,350.9081916968515,245.77852077001012,291.3340482573727,249.91559530463945,334.56162361623615
207,131,274.59256830601095,402.91803278688525,408.62107031437483,290.70075088339223,397.0376293508937,224.5409177628276,268.58238969152677,399.4499546416692,252.8808724015384,282.5999189846071,249.09957589680155,247.71127537511032,276.2352941176471,258.1666666666667,190.8522932670583,363.1256957328386,336.1760061130922,279.724536333232,390.90337484933707,254.4875698593178,231.894130998703,275.60889737991266,297.4451575262544,275.33276740237693,334.8663751214772,240.40639269406392,350.69141822234604,244.9775075987842,290.6949061662198,252.73784237003912,332.94280442804427
208,129,274.01071038251365,401.2183308494784,407.11399088072955,290.66210247349824,395.90341799937283,224.11517220604478,268.6958219445529,398.7907469005141,252.5659412881554,281.6728328382393,248.9226895211168,247.20046337157987,270.11764705882354,249.66666666666666,190.9138612742883,362.62801484230056,335.277890983189,280.38598358163574,389.5536359983929,253.8134515320871,231.9479571984436,275.8367903930131,295.6849474912485,274.92932937181666,335.0777453838678,239.65667808219177,349.8684870437448,244.36109422492402,290.6756032171582,251.69591950810508,331.0581180811808
209,129,276.92830601092896,401.07600596125184,407.21166306695466,290.39929328621906,395.4057698338037,224.2952103624862,269.1124560718469,397.95524644693074,252.80258994206707,282.09843370240344,248.98073864640395,246.80692850838483,279.88235294117646,256.1666666666667,190.92143018526886,362.917439703154,335.69638308711154,278.71693523867435,389.5829650462033,253.34997109269608,231.76037613488975,275.0169213973799,295.7605017502917,274.722623089983,334.4834791059281,239.19092465753425,349.38994148787964,243.8693009118541,290.00857908847183,251.2168809390721,329.16789667896677
210,131,277.1853551912568,401.1192250372578,406.95008399328054,290.419832155477,394.9799310128567,223.67988753890953,270.1175322139789,396.49168430601753,252.44360060367072,281.10680529300566,248.49664251634564,246.55406001765226,277.7647058823529,249.05555555555554,190.74288296430186,362.4007421150278,335.4296994396332,278.8057160231073,389.02752109280834,252.41799961456928,231.6092736705577,274.3471615720524,295.21091015169196,274.5933786078098,333.56268221574345,238.43892694063928,349.2776539426024,243.10557244174265,289.91689008042897,251.06595863610957,327.089852398524
211,131,278.67125683060107,400.9418777943368,407.14686825053997,291.8948763250883,394.20884289746004,223.69705793754392,271.35337758688013,395.79739945570003,252.43639550167956,281.5893869835269,248.6196324438947,246.5738084730803,275.88235294117646,260.1111111111111,190.63629688206055,363.097866419295,335.0733571064697,278.4961994527212,388.89092004821214,252.68413952592022,232.12629701686123,274.4959061135371,296.15869311551927,273.8580220713073,333.65573372206023,238.61929223744292,348.9920590693787,242.61904761904762,289.7833780160858,250.21017328116267,327.8985239852399
