index,background,roi_1,roi_2,roi_3,roi_4,roi_5,roi_6,roi_7,roi_8,roi_9,roi_10,roi_11,roi_12,roi_13,roi_14,roi_15,roi_16,roi_17,roi_18,roi_19,roi_20,roi_21,roi_22,roi_23,roi_24,roi_25,roi_26,roi_27,roi_28,roi_29,roi_30,roi_31
33,130,225.0550819672131,221.51192250372577,222.84569234461244,230.35821554770317,246.03606146127314,191.19299126418315,222.43303397110503,310.5669791351678,200.12190253639062,274.7368349986497,205.06750309241914,188.72992056487203,223.1764705882353,197.5,181.00129914143696,223.9867810760668,214.18619460010189,221.67801763453937,257.1364001607071,225.1580265947196,200.54069390402074,210.27128820960698,206.34247374562426,198.94376061120542,283.1722546161322,219.07163242009133,192.39704653106716,216.13049645390072,190.77587131367292,208.86249301285633,194.76937269372695
34,130,225.22622950819672,220.5849478390462,222.49868010559155,230.53113957597174,246.44465349639384,191.21889747966662,222.5042951971886,328.5137586936801,200.5317170536975,276.1550094517958,205.03375154620957,189.74988967343336,221.11764705882354,194.72222222222223,180.74672390420244,224.47564935064935,215.4182373917473,221.85512313773182,254.99075934110084,224.92946617845442,200.53161478599222,209.31550218340612,205.70945157526253,197.78820033955859,271.3333333333333,219.54680365296804,192.07063248815825,215.67963525835867,191.00857908847186,208.42034656232534,195.03948339483395
35,131,224.65464480874317,220.86140089418777,223.0314374850012,230.7363074204947,245.9024772656005,191.15292700070287,222.26434986333464,319.11309343816146,201.34701329049219,276.40399675938426,203.7178830182011,190.20575904677847,227.23529411764707,191.61111111111111,180.5433800271125,224.57189239332095,213.56444218033621,221.8224384311341,252.13378867014865,224.7303912121796,200.41780155642024,207.4546943231441,205.3497666277713,196.98578098471987,257.33138969873664,219.51569634703196,191.76985232655335,215.7596757852077,191.25469168900804,208.9513694801565,195.40719557195573
36,129,225.15169398907105,220.3748137108793,222.80321574274058,231.5393109540636,246.59799310128568,191.5610001004117,222.55271378367826,308.2125793770789,202.2939000048683,277.50972184715096,204.39839194203924,192.08131067961165,223.88235294117646,192.0,180.86116131947583,226.6110853432282,212.38614365766685,222.08878078443297,249.73362796303738,225.69589516284447,200.8208495460441,206.67849344978166,205.85093348891482,196.7073429541596,248.51044703595724,219.9220890410959,191.99191975480636,216.1807497467072,191.31313672922252,209.39910564561208,196.1431734317343
37,125,225.3431693989071,220.63263785394932,222.46124310055197,232.1952296819788,247.29162746942615,191.76543829701777,222.48125732135884,299.43150892047174,202.72878632977947,278.29908182554686,203.5679448665842,193.00606796116506,225.76470588235293,189.55555555555554,180.82303434252145,227.0275974025974,211.66046867040245,222.6118881118881,250.10767376456408,225.5995374831374,201.2615110246433,205.36653930131004,206.2806301050175,195.83786078098473,241.23250728862973,220.23715753424656,192.37712454722765,216.10759878419452,192.03806970509385,209.62269424259364,197.69944649446495
38,131,225.3728961748634,221.9612518628912,221.7878569714423,232.96930212014135,247.59391658827218,191.69966864142987,222.6579461147989,291.85727245237376,202.69461077844312,278.8933297326492,203.54762325499206,193.03155339805826,223.7058823529412,197.27777777777777,180.9117148666968,227.21289424860854,211.07488537952113,222.78017634539373,247.5847730012053,225.33975717864715,200.93709468223088,204.52374454148472,205.52421236872812,195.45415959252972,237.90986394557822,220.1409817351598,192.5129562552243,216.22411347517732,191.9549597855228,209.74566797093348,198.73948339483394
39,131,225.1545355191257,220.93889716840536,221.5905927525798,233.0887809187279,247.42709313264345,191.6434380961944,222.5495900039047,288.6186876322951,201.99722506207098,281.0025654874426,203.93267361724688,191.92795675198587,225.35294117647058,196.05555555555554,180.82896520560325,228.73979591836735,210.59246051961284,222.44998479781088,246.36781840096424,225.49392946617846,201.2200064850843,203.46315502183407,205.4311551925321,195.4238115449915,228.30903790087464,220.0216894977169,192.9380050153246,216.4660587639311,192.1597855227882,209.1855785354947,200.44409594095941
40,132,224.9903825136612,220.24292101341283,221.1766258699304,233.84297703180212,247.5296331138288,191.8695652173913,222.36060132760642,285.87178711823407,201.5906236307872,281.9296516338104,204.3922954585616,192.26621800529568,229.0,198.22222222222223,180.89855399909624,232.85714285714286,212.0412633723892,222.47886895712983,249.51205303334672,226.705916361534,200.943093385214,202.79066593886463,205.6502333722287,194.95246179966045,222.2351797862002,220.9586187214612,192.62677626079687,216.22654508611956,192.1662198391421,209.2073784237004,206.34169741697417
41,130,225.27934426229507,220.71087928464976,221.55795536357093,233.73365724381625,246.88084038883662,191.60859524048598,222.86821554080439,282.7042636830965,200.92390828099897,281.57615446934915,204.4962890970136,191.70895851721093,226.47058823529412,196.55555555555554,180.5842182557614,236.03780148423004,211.59551706571574,222.46868349042262,250.6096826034552,226.42956253613414,200.71206225680933,201.7115174672489,205.92911318553092,194.26740237691,217.61054421768708,220.6244292237443,192.48509334076346,216.12441742654508,191.79302949061662,209.27557294577977,215.93247232472325
42,128,225.6054644808743,219.91058122205663,221.57955363570915,232.82000883392226,247.53715898400753,191.52485189276032,222.91507223740726,282.3114605382522,201.0607078525875,280.8283823926546,204.90192613535962,191.8045013239188,228.05882352941177,198.83333333333334,180.68820605512877,244.2421150278293,212.00382068262863,222.71891152325935,251.4682603455203,227.30449026787434,200.6896887159533,201.3883733624454,205.76633605600932,193.5647283531409,213.23590864917395,220.44948630136986,192.8962106436333,216.32218844984803,192.0857908847185,208.14030184460591,226.36143911439115
43,131,225.7927868852459,219.23397913561848,220.83417326613872,232.7875441696113,247.48385073690812,191.5056732603675,222.46720031237797,279.1006954944058,200.90151404508057,282.52511477180667,205.08252341403076,191.99812444836718,225.76470588235293,198.44444444444446,180.91137596023498,254.4923469387755,212.12710137544573,222.42018850714504,250.39051828043392,227.5557910965504,200.9223411154345,201.1634825327511,205.52012835472578,193.96264855687605,211.3654033041788,221.62756849315068,192.7718027305656,215.83829787234043,191.8970509383378,209.51704863051984,233.28136531365314
44,128,225.81464480874317,220.0655737704918,219.83465322774177,233.16099823321554,248.7983693947946,191.65368008836228,222.3313158922296,281.29785303900815,200.65069860279442,282.847285984337,204.7792012723096,192.1582082965578,228.64705882352942,189.77777777777777,180.96181653863533,280.10667903525047,211.06647987773815,222.68090605047126,248.3254319003616,227.604933513201,200.69698443579767,200.67521834061137,205.42415402567096,193.79244482173175,209.07604470359573,221.47317351598173,193.11590972415715,215.96170212765958,191.64343163538874,209.8216880939072,233.93265682656826
45,129,225.68590163934425,218.69001490312965,219.39236861051117,233.12875441696113,249.02822201317028,191.36449442715133,222.20519328387348,283.05624433020864,200.18713791928337,281.3332433162301,203.78936207810568,191.59079876434245,228.94117647058823,194.11111111111111,181.01152281970175,320.17787569573284,210.66250636780438,222.41304347826087,249.27882683808758,228.44575062632492,200.8821335927367,200.59306768558952,206.0029171528588,193.42296264855688,208.7293488824101,221.71061643835617,193.0883254388409,215.56089159067884,191.81983914209115,209.5830072666294,229.78542435424353
46,132,225.9672131147541,219.22503725782414,219.88240940724742,233.50044169611309,249.96613358419566,191.38578170499045,222.45685279187816,281.71635923798004,200.03753468672411,280.78476910613017,204.47437709842728,191.25661959399824,226.7058823529412,201.22222222222223,180.50875508359692,321.5505565862709,212.34182373917474,222.31422924901185,251.0202892728003,228.40894199267683,200.6989299610895,201.0106441048035,205.0183780630105,193.31303056027164,210.79178814382897,221.27654109589042,192.66439119531904,215.7013171225937,191.66756032171583,210.1285634432644,227.56328413284132
47,127,226.40327868852458,221.10357675111774,220.1679865610751,233.69655477031802,251.0693007212292,191.6228537001707,223.15423662631784,282.2280012095555,199.74777274718855,280.66243586281394,204.20895918006715,190.68446601941747,225.05882352941177,197.77777777777777,180.93735878897425,309.74002782931353,213.79164544065208,222.29705077531165,254.27219766974687,229.1809597224899,200.64380674448768,200.75764192139738,205.61260210035005,194.0679117147708,212.6608357628766,220.97174657534248,192.5392867093898,215.22938196555216,191.5372654155496,212.51313583007266,226.46826568265683
48,127,226.32131147540983,220.28837555886736,219.52627789776818,233.39796819787986,251.09250548761366,191.57616226528768,223.23994533385397,280.27456909585726,198.94990506791297,281.49540912773426,203.39821523237322,190.3154236540159,225.58823529411765,198.61111111111111,180.75649570718483,293.8068181818182,214.70096790626593,222.09075706901794,255.58879067898755,229.86876084023896,200.87110894941634,200.7603711790393,205.7438739789965,193.678480475382,212.1511175898931,220.6509703196347,192.28865979381445,215.07213779128674,192.08096514745307,211.83007266629403,224.06033210332103
49,142,485.9169398907104,605.8845007451565,532.3971682265419,375.4951413427562,662.7450611476952,312.88171503162965,386.0257711831316,640.6277592984578,339.3605471982863,776.1883607885499,344.4233963597809,295.738746690203,380.6470588235294,372.72222222222223,266.35720741075465,567.7731910946196,390.55501782985226,452.9546974764366,521.8059461631177,561.5417228753132,395.15547989623866,409.16239082969435,497.6333138856476,377.50212224108657,480.0733722060253,546.972602739726,396.621342992477,543.795744680851,339.72278820375334,404.25768585802126,408.2079335793358
50,141,500.17573770491805,617.2883755588674,548.1252699784018,504.0733215547703,659.5760426465977,325.838337182448,451.27782116360794,696.1109767160568,331.14809405579086,737.9770456386714,349.1451669906344,302.25849514563106,370.11764705882354,357.72222222222223,276.006156800723,559.080241187384,391.07845134997456,469.95074490726665,526.1219365206911,559.6843322412797,395.81290531776915,408.8024017467249,496.7637106184364,373.9412139219015,485.678814382896,550.2017694063927,406.5156032320981,550.6595744680851,322.33994638069703,447.1889323644494,417.16826568265685
51,145,496.055956284153,619.0618479880775,549.0705543556516,495.10159010600705,642.4938852304798,324.6121096495632,451.6460367044123,702.6876322951315,327.79937685604403,702.9997299486903,348.96828061494966,303.1493821712268,368.4117647058824,353.6666666666667,275.88053547220966,542.3385899814472,384.15562913907286,466.3925205229553,524.9218561671354,549.4037386779727,394.4236381322957,405.69377729257644,490.44749124854144,370.741298811545,483.4839650145773,540.6030251141552,406.05391473948174,543.922188449848,324.4520107238606,456.22973728339855,411.79649446494466
52,145,491.9088524590164,617.8740685543964,544.9584833213343,485.94677561837455,628.6026967701474,321.66181343508384,449.7762592737212,694.9204717266405,326.10496081008716,672.7745071563597,347.2093125993992,302.32127096204766,357.88235294117646,351.3333333333333,273.5897537279711,529.9362244897959,378.6161487519103,463.6061112800243,524.1578947368421,536.2245133937175,391.5277237354086,401.0859716157205,485.02187864644105,369.5566638370119,480.70942662779396,532.8573059360731,404.95611590972413,536.6958459979736,324.7581769436997,458.6020122973728,406.030073800738
