Time,signal
2021-09-18 12:37:28,1326.5462962962963
2021-09-18 12:38:31,1528.2037037037037
2021-09-18 12:39:32,1635.9707792207791
2021-09-18 12:40:33,1642.659090909091
2021-09-18 12:41:34,1649.1041666666667
2021-09-18 12:42:35,1651.5493827160494
2021-09-18 12:43:36,1647.502840909091
2021-09-18 12:44:37,1647.4753086419753
2021-09-18 12:45:38,1642.1374269005848
2021-09-18 12:46:39,1643.4336569579289
2021-09-18 12:47:40,1646.5355029585799
2021-09-18 12:48:41,1641.0798816568047
2021-09-18 12:49:42,1643.3597560975609
2021-09-18 12:50:43,1643.167701863354
2021-09-18 12:51:44,1639.453172205438
2021-09-18 12:52:45,1640.009523809524
2021-09-18 12:53:46,1641.079754601227
2021-09-18 12:54:47,1640.9470404984424
2021-09-18 12:55:48,1636.546875
2021-09-18 12:56:49,1635.263492063492
2021-09-18 12:57:50,1628.9701986754967
2021-09-18 12:58:51,1630.9240506329113
2021-09-18 12:59:52,1629.239263803681
