Time,signal
2021-09-18 12:37:28,1310.754143646409
2021-09-18 12:38:31,1489.5331491712707
2021-09-18 12:39:32,1565.635359116022
2021-09-18 12:40:33,1571.6795580110497
2021-09-18 12:41:34,1575.524861878453
2021-09-18 12:42:35,1577.0580110497237
2021-09-18 12:43:36,1576.2182320441989
2021-09-18 12:44:37,1575.5220994475137
2021-09-18 12:45:38,1574.2348066298343
2021-09-18 12:46:39,1575.0607734806629
2021-09-18 12:47:40,1580.2553191489362
2021-09-18 12:48:41,1576.8333333333333
2021-09-18 12:49:42,1578.5883977900553
2021-09-18 12:50:43,1578.4364640883978
2021-09-18 12:51:44,1576.9281767955802
2021-09-18 12:52:45,1576.3867403314916
2021-09-18 12:53:46,1575.0335917312661
2021-09-18 12:54:47,1576.2403314917126
2021-09-18 12:55:48,1574.328729281768
2021-09-18 12:56:49,1575.0
2021-09-18 12:57:50,1572.6795580110497
2021-09-18 12:58:51,1572.1022099447514
2021-09-18 12:59:52,1569.3176795580112
