Time,signal
2023-06-13 16:40:54,2162.503246753247
2023-06-13 16:40:56,2081.3279220779223
2023-06-13 16:40:59,2045.948051948052
2023-06-13 16:41:07,2237.5162337662337
2023-06-13 16:41:09,2193.535714285714
2023-06-13 16:41:11,2166.4188311688313
2023-06-13 16:41:14,2149.5194805194806
2023-06-13 16:41:16,2141.5422077922076
2023-06-13 16:41:18,2136.275974025974
2023-06-13 16:41:20,2131.7727272727275
2023-06-13 16:41:22,2125.0584415584417
2023-06-13 16:41:24,2123.0324675324673
2023-06-13 16:41:26,2120.3279220779223
2023-06-13 16:41:29,2113.4805194805194
2023-06-13 16:41:31,2110.094155844156
2023-06-13 16:41:33,2104.3279220779223
2023-06-13 16:41:35,2095.496753246753
2023-06-13 16:41:37,2081.061688311688
2023-06-13 16:41:39,2073.2662337662337
2023-06-13 16:41:41,2067.8214285714284
2023-06-13 16:41:44,2066.4512987012986
2023-06-13 16:41:46,2062.762987012987
2023-06-13 16:41:48,2058.538961038961
2023-06-13 16:41:50,2053.7954545454545
2023-06-13 16:41:52,2049.353896103896
2023-06-13 16:41:54,2045.8733766233765
2023-06-13 16:41:56,2042.2467532467533
2023-06-13 16:41:59,2039.1525974025974
2023-06-13 16:42:01,2034.6461038961038
2023-06-13 16:42:03,2030.25
2023-06-13 16:42:05,2027.7727272727273
2023-06-13 16:42:07,2025.5844155844156
2023-06-13 16:42:09,2019.077922077922
2023-06-13 16:42:11,2013.75
2023-06-13 16:42:14,2010.9610389610389
2023-06-13 16:42:16,2006.7922077922078
2023-06-13 16:42:18,2002.9902597402597
2023-06-13 16:42:20,1999.775974025974
2023-06-13 16:42:22,1997.1168831168832
2023-06-13 16:42:24,1993.3766233766235
2023-06-13 16:42:26,1990.327922077922
2023-06-13 16:42:29,1987.5227272727273
2023-06-13 16:42:31,1983.3376623376623
2023-06-13 16:42:33,1979.8636363636363
2023-06-13 16:42:35,1977.8961038961038
2023-06-13 16:42:37,1974.2597402597403
2023-06-13 16:42:39,1969.3961038961038
2023-06-13 16:42:41,1967.7272727272727
2023-06-13 16:42:43,1963.6883116883116
2023-06-13 16:42:46,1959.8701298701299
2023-06-13 16:42:48,1955.4512987012988
2023-06-13 16:42:50,1952.8214285714287
2023-06-13 16:42:52,1950.2045454545455
2023-06-13 16:42:54,1948.1525974025974
2023-06-13 16:42:56,1944.7337662337663
2023-06-13 16:42:58,1941.7792207792209
2023-06-13 16:43:01,1938.4577922077922
2023-06-13 16:43:03,1936.551948051948
2023-06-13 16:43:05,1932.6233766233765
2023-06-13 16:43:07,1930.9448051948052
2023-06-13 16:43:09,1926.7077922077922
2023-06-13 16:43:11,1925.0487012987012
2023-06-13 16:43:13,1921.4025974025974
2023-06-13 16:43:16,1919.9902597402597
2023-06-13 16:43:18,1917.8084415584415
2023-06-13 16:43:20,1914.1785714285713
2023-06-13 16:43:22,1910.4318181818182
2023-06-13 16:43:24,1905.4512987012988
2023-06-13 16:43:26,1904.7694805194806
2023-06-13 16:43:28,1901.0422077922078
2023-06-13 16:43:31,1897.525974025974
2023-06-13 16:43:33,1893.5454545454545
2023-06-13 16:43:35,1890.9707792207791
2023-06-13 16:43:37,1887.3246753246754
2023-06-13 16:43:39,1883.5487012987012
2023-06-13 16:43:41,1878.5097402597403
2023-06-13 16:43:43,1875.905844155844
2023-06-13 16:43:46,1874.5
2023-06-13 16:43:48,1868.3961038961038
2023-06-13 16:43:50,1865.142857142857
2023-06-13 16:43:52,1863.8474025974026
2023-06-13 16:43:54,1859.107142857143
2023-06-13 16:43:56,1856.8376623376623
2023-06-13 16:43:58,1852.1525974025974
2023-06-13 16:44:01,1848.172077922078
2023-06-13 16:44:03,1844.9025974025974
2023-06-13 16:44:05,1843.1168831168832
2023-06-13 16:44:07,1836.7564935064936
2023-06-13 16:44:09,1833.5454545454545
2023-06-13 16:44:11,1831.827922077922
2023-06-13 16:44:13,1828.3961038961038
2023-06-13 16:44:16,1824.275974025974
2023-06-13 16:44:18,1821.6753246753246
2023-06-13 16:44:20,1817.0389610389611
2023-06-13 16:44:22,1814.2305194805194
