Time,signal
2023-06-13 16:40:54,2141.038095238095
2023-06-13 16:40:56,2062.1857142857143
2023-06-13 16:40:59,2028.2428571428572
2023-06-13 16:41:07,2238.5666666666666
2023-06-13 16:41:09,2194.4857142857145
2023-06-13 16:41:11,2162.904761904762
2023-06-13 16:41:14,2143.504761904762
2023-06-13 16:41:16,2134.019047619048
2023-06-13 16:41:18,2127.6761904761906
2023-06-13 16:41:20,2122.1666666666665
2023-06-13 16:41:22,2116.3333333333335
2023-06-13 16:41:24,2112.861904761905
2023-06-13 16:41:26,2107.9761904761904
2023-06-13 16:41:29,2101.8285714285716
2023-06-13 16:41:31,2098.004761904762
2023-06-13 16:41:33,2091.4238095238097
2023-06-13 16:41:35,2084.5476190476193
2023-06-13 16:41:37,2077.304761904762
2023-06-13 16:41:39,2070.809523809524
2023-06-13 16:41:41,2063.480952380952
2023-06-13 16:41:44,2062.0809523809526
2023-06-13 16:41:46,2060.3142857142857
2023-06-13 16:41:48,2055.5238095238096
2023-06-13 16:41:50,2050.961904761905
2023-06-13 16:41:52,2046.247619047619
2023-06-13 16:41:54,2042.7
2023-06-13 16:41:56,2038.3142857142857
2023-06-13 16:41:59,2035.6285714285714
2023-06-13 16:42:01,2031.9142857142858
2023-06-13 16:42:03,2027.7190476190476
2023-06-13 16:42:05,2025.2333333333333
2023-06-13 16:42:07,2020.4857142857143
2023-06-13 16:42:09,2016.0619047619048
2023-06-13 16:42:11,2011.1333333333334
2023-06-13 16:42:14,2007.4
2023-06-13 16:42:16,2003.642857142857
2023-06-13 16:42:18,1999.4952380952382
2023-06-13 16:42:20,1996.5
2023-06-13 16:42:22,1992.2904761904763
2023-06-13 16:42:24,1987.6761904761904
2023-06-13 16:42:26,1984.7
2023-06-13 16:42:29,1983.0428571428572
2023-06-13 16:42:31,1977.9333333333334
2023-06-13 16:42:33,1974.9761904761904
2023-06-13 16:42:35,1972.1238095238095
2023-06-13 16:42:37,1968.057142857143
2023-06-13 16:42:39,1962.7285714285715
2023-06-13 16:42:41,1961.5238095238096
2023-06-13 16:42:43,1958.8190476190475
2023-06-13 16:42:46,1954.7333333333333
2023-06-13 16:42:48,1949.6285714285714
2023-06-13 16:42:50,1947.2761904761905
2023-06-13 16:42:52,1946.0047619047618
2023-06-13 16:42:54,1940.7857142857142
2023-06-13 16:42:56,1939.0904761904762
2023-06-13 16:42:58,1934.1142857142856
2023-06-13 16:43:01,1931.6666666666667
2023-06-13 16:43:03,1928.2380952380952
2023-06-13 16:43:05,1924.4190476190477
2023-06-13 16:43:07,1922.3285714285714
2023-06-13 16:43:09,1919.1238095238095
2023-06-13 16:43:11,1916.252380952381
2023-06-13 16:43:13,1912.1142857142856
2023-06-13 16:43:16,1911.8285714285714
2023-06-13 16:43:18,1909.1238095238095
2023-06-13 16:43:20,1905.195238095238
2023-06-13 16:43:22,1903.3380952380953
2023-06-13 16:43:24,1896.6571428571428
2023-06-13 16:43:26,1894.9
2023-06-13 16:43:28,1891.7809523809524
2023-06-13 16:43:31,1887.8142857142857
2023-06-13 16:43:33,1883.752380952381
2023-06-13 16:43:35,1881.4952380952382
2023-06-13 16:43:37,1876.9666666666667
2023-06-13 16:43:39,1873.490476190476
2023-06-13 16:43:41,1868.5761904761905
2023-06-13 16:43:43,1865.0761904761905
2023-06-13 16:43:46,1862.7285714285715
2023-06-13 16:43:48,1857.895238095238
2023-06-13 16:43:50,1853.952380952381
2023-06-13 16:43:52,1853.952380952381
2023-06-13 16:43:54,1849.2571428571428
2023-06-13 16:43:56,1845.7809523809524
2023-06-13 16:43:58,1841.752380952381
2023-06-13 16:44:01,1837.9142857142858
2023-06-13 16:44:03,1835.4476190476191
2023-06-13 16:44:05,1832.9
2023-06-13 16:44:07,1825.8809523809523
2023-06-13 16:44:09,1822.747619047619
2023-06-13 16:44:11,1820.8333333333333
2023-06-13 16:44:13,1818.1809523809525
2023-06-13 16:44:16,1812.2619047619048
2023-06-13 16:44:18,1812.352380952381
2023-06-13 16:44:20,1806.9666666666667
2023-06-13 16:44:22,1803.7714285714285
