Time,signal
2023-06-13 16:40:54,2126.087613293051
2023-06-13 16:40:56,2048.087613293051
2023-06-13 16:40:59,2011.858006042296
2023-06-13 16:41:07,2164.3625377643502
2023-06-13 16:41:09,2141.060422960725
2023-06-13 16:41:11,2138.0543806646524
2023-06-13 16:41:14,2136.3625377643502
2023-06-13 16:41:16,2133.5649546827794
2023-06-13 16:41:18,2131.0211480362536
2023-06-13 16:41:20,2125.8821752265862
2023-06-13 16:41:22,2122.7522658610274
2023-06-13 16:41:24,2121.084592145015
2023-06-13 16:41:26,2117.320241691843
2023-06-13 16:41:29,2113.057401812689
2023-06-13 16:41:31,2108.456193353474
2023-06-13 16:41:33,2102.4229607250754
2023-06-13 16:41:35,2093.598187311178
2023-06-13 16:41:37,2078.9577039274923
2023-06-13 16:41:39,2068.833836858006
2023-06-13 16:41:41,2062.0302114803626
2023-06-13 16:41:44,2061.129909365559
2023-06-13 16:41:46,2059.3021148036255
2023-06-13 16:41:48,2055.858006042296
2023-06-13 16:41:50,2052.4773413897283
2023-06-13 16:41:52,2045.9939577039274
2023-06-13 16:41:54,2043.4652567975832
2023-06-13 16:41:56,2041.392749244713
2023-06-13 16:41:59,2036.4199395770393
2023-06-13 16:42:01,2032.477341389728
2023-06-13 16:42:03,2028.728096676737
2023-06-13 16:42:05,2026.6646525679757
2023-06-13 16:42:07,2022.6918429003022
2023-06-13 16:42:09,2018.643504531722
2023-06-13 16:42:11,2011.6827794561934
2023-06-13 16:42:14,2009.8489425981873
2023-06-13 16:42:16,2006.2537764350452
2023-06-13 16:42:18,2002.7824773413897
2023-06-13 16:42:20,1998.703927492447
2023-06-13 16:42:22,1994.8640483383685
2023-06-13 16:42:24,1991.5558912386707
2023-06-13 16:42:26,1988.0422960725075
2023-06-13 16:42:29,1985.595166163142
2023-06-13 16:42:31,1980.190332326284
2023-06-13 16:42:33,1977.631419939577
2023-06-13 16:42:35,1975.4833836858006
2023-06-13 16:42:37,1971.2658610271903
2023-06-13 16:42:39,1967.9486404833838
2023-06-13 16:42:41,1964.9788519637461
2023-06-13 16:42:43,1963.1631419939577
2023-06-13 16:42:46,1958.9969788519638
2023-06-13 16:42:48,1955.132930513595
2023-06-13 16:42:50,1951.9909365558913
2023-06-13 16:42:52,1949.700906344411
2023-06-13 16:42:54,1945.4501510574019
2023-06-13 16:42:56,1943.1993957703928
2023-06-13 16:42:58,1939.0634441087614
2023-06-13 16:43:01,1936.5438066465256
2023-06-13 16:43:03,1933.95166163142
2023-06-13 16:43:05,1930.9365558912386
2023-06-13 16:43:07,1927.04833836858
2023-06-13 16:43:09,1924.987915407855
2023-06-13 16:43:11,1922.3474320241692
2023-06-13 16:43:13,1918.4441087613293
2023-06-13 16:43:16,1917.643504531722
2023-06-13 16:43:18,1914.4682779456193
2023-06-13 16:43:20,1910.157099697885
2023-06-13 16:43:22,1908.5498489425981
2023-06-13 16:43:24,1903.7583081570997
2023-06-13 16:43:26,1901.7794561933536
2023-06-13 16:43:28,1898.4259818731118
2023-06-13 16:43:31,1894.5528700906345
2023-06-13 16:43:33,1890.821752265861
2023-06-13 16:43:35,1888.4954682779455
2023-06-13 16:43:37,1884.8882175226586
2023-06-13 16:43:39,1881.108761329305
2023-06-13 16:43:41,1877.2809667673716
2023-06-13 16:43:43,1872.5347432024168
2023-06-13 16:43:46,1871.2930513595165
2023-06-13 16:43:48,1867.084592145015
2023-06-13 16:43:50,1864.453172205438
2023-06-13 16:43:52,1861.2477341389729
2023-06-13 16:43:54,1856.5256797583081
2023-06-13 16:43:56,1854.631419939577
2023-06-13 16:43:58,1849.9003021148037
2023-06-13 16:44:01,1846.939577039275
2023-06-13 16:44:03,1844.2598187311178
2023-06-13 16:44:05,1840.5740181268882
2023-06-13 16:44:07,1835.987915407855
2023-06-13 16:44:09,1831.3353474320243
2023-06-13 16:44:11,1830.3474320241692
2023-06-13 16:44:13,1825.939577039275
2023-06-13 16:44:16,1822.583081570997
2023-06-13 16:44:18,1820.7190332326284
2023-06-13 16:44:20,1815.2356495468277
2023-06-13 16:44:22,1812.8610271903324
